base	train_task	seed	method	eval_task	score	samples	metric	metrics_path	metrics_sha256	reused	origin	predictions_sha256	scored_sha256	actual_directory
Qwen3-8B	metamath	42	scalar_e	magicoder	65.2439024390244	164	pass_at_1	/dataset1/zailong/workspace/peft-sft-lab/reports/hns_energy_matched_20260914/eval/scalar_e/Qwen3-8B/magicoder/metamath__seed42__scalar_e/metrics.json	e68d4aa0b0bb6d574402fc61669465136ce20a38b0d7fa374ed07b7a3b8fabfc		new_energy_matched	cbe73f122857fdc5102a57b521037f69d021ba29f62690d25c8ab4809762e1e6	7093a209d893d7392eef4064a596736982b0eafd52cebdfda2257e91450a4a18	/dataset1/zailong/workspace/peft-sft-lab/reports/hns_energy_matched_20260914/eval/scalar_e/Qwen3-8B/magicoder/metamath__seed42__scalar_e
Qwen3-8B	metamath	42	scalar_e	metamath	86.9598180439727	1319	strict_accuracy	/dataset1/zailong/workspace/peft-sft-lab/reports/hns_energy_matched_20260914/eval/scalar_e/Qwen3-8B/metamath/metamath__seed42__scalar_e/metrics.json	e04359ad72448a064493d9bfa3c6da88c22c2a714361acd13554e897bd4df0a8		new_energy_matched	876b44bed74953da8f65136b5195dcf11352cdf2a234f349e30b68f34d8b2bf4	ba8258fd78f9cf010da8a2abb65973c4c1734c1abb2569b7ff4bae325ba087fc	/dataset1/zailong/workspace/peft-sft-lab/reports/hns_energy_matched_20260914/eval/scalar_e/Qwen3-8B/metamath/metamath__seed42__scalar_e
Qwen3-8B	metamath	42	scalar_e	tulu	70.42513863216267	541	prompt_level_strict_accuracy	/dataset1/zailong/workspace/peft-sft-lab/reports/hns_energy_matched_20260914/eval/scalar_e/Qwen3-8B/tulu/metamath__seed42__scalar_e/metrics.json	0559d4cdfe5368927958028115317bf12f03025ceee293516977fa15847d728c		new_energy_matched	74d5c803a341b83b2d3660003761fcffe7062d37cc95f6992ecb20dd9071252d	a14854e710ae6ae46d58efea3ed15538ca0fb1fad13ba0366b5c439126928cc3	/dataset1/zailong/workspace/peft-sft-lab/reports/hns_energy_matched_20260914/eval/scalar_e/Qwen3-8B/tulu/metamath__seed42__scalar_e
Qwen3-8B	metamath	42	scalar_e	commonsense	84.47082595303137	22419	macro_accuracy	/dataset1/zailong/workspace/peft-sft-lab/reports/hns_energy_matched_20260914/eval/scalar_e/Qwen3-8B/commonsense/metamath__seed42__scalar_e/metrics.json	6e1d42cd7b95ef7679e796b9de5a2349b2f711a08f377acf4841a16567021937		new_energy_matched	0282c78a2635f5b98665ad0ec421f936872145f2f9f51d1fd4c834a8de17f35c	e1ed8b06a527a69edc16d05cc03cb31fa5a80e68e03c5fecfdcbc602267b8813	/dataset1/zailong/workspace/peft-sft-lab/reports/hns_energy_matched_20260914/eval/scalar_e/Qwen3-8B/commonsense/metamath__seed42__scalar_e
Qwen3-8B	tulu	42	scalar_e	magicoder	79.26829268292683	164	pass_at_1	/dataset1/zailong/workspace/peft-sft-lab/reports/hns_energy_matched_20260914/eval/scalar_e/Qwen3-8B/magicoder/tulu__seed42__scalar_e/metrics.json	e01019c11717d2dfbf671fd273ec466f2ff58d3e7ec6f41a07fa19606a3bef24		new_energy_matched	436923912c53309f031c6f76e991e656f928caeeb7db50740ff43152b0ec77fb	4763cbe7dc297fb4bd843174ec4a57637147acb506337fe8a1d93eb02fa40b84	/dataset1/zailong/workspace/peft-sft-lab/reports/hns_energy_matched_20260914/eval/scalar_e/Qwen3-8B/magicoder/tulu__seed42__scalar_e
Qwen3-8B	tulu	42	scalar_e	metamath	88.62774829416225	1319	strict_accuracy	/dataset1/zailong/workspace/peft-sft-lab/reports/hns_energy_matched_20260914/eval/scalar_e/Qwen3-8B/metamath/tulu__seed42__scalar_e/metrics.json	21af4a26e7c39308d50510bd0156ba8936ab356607e7b7cf8458bfd51a667aba		new_energy_matched	8195c8c4d87aa5c1ad87494031a4f2614cd202b349113577281ad70aa8047d1f	3ebc939ece945fb24ab91bb28e3c313b789c786bb56b6c2fe0d941a2f6ae4b3e	/dataset1/zailong/workspace/peft-sft-lab/reports/hns_energy_matched_20260914/eval/scalar_e/Qwen3-8B/metamath/tulu__seed42__scalar_e
Qwen3-8B	tulu	42	scalar_e	tulu	73.01293900184844	541	prompt_level_strict_accuracy	/dataset1/zailong/workspace/peft-sft-lab/reports/hns_energy_matched_20260914/eval/scalar_e/Qwen3-8B/tulu/tulu__seed42__scalar_e/metrics.json	ca84d35fa782e393e06dd5a552a9bfe0859c8de8411407017b84f76bfc815381		new_energy_matched	982eddea8eb8a712917641238e8595ab1a5a2c144b3bf7e847f6ad8aa48055cd	c6380b2951762dd4d57688b14679e0c4f4457e1045bf050d63dd959c5e2b8752	/dataset1/zailong/workspace/peft-sft-lab/reports/hns_energy_matched_20260914/eval/scalar_e/Qwen3-8B/tulu/tulu__seed42__scalar_e
Qwen3-8B	tulu	42	scalar_e	commonsense	84.49543690098238	22419	macro_accuracy	/dataset1/zailong/workspace/peft-sft-lab/reports/hns_energy_matched_20260914/eval/scalar_e/Qwen3-8B/commonsense/tulu__seed42__scalar_e/metrics.json	51e5a8d4e35450265bc14c7fa1942f62e240605ffcca8c7d5157cb1ab0b71903		new_energy_matched	1ce6e399eeb39d6085033baf192c987c229c548230ebefafcf724ab87955a9e9	49c99f20b8633d171de0a6a54534f6581a3ecff3345127ab1bd0d3d5146392ef	/dataset1/zailong/workspace/peft-sft-lab/reports/hns_energy_matched_20260914/eval/scalar_e/Qwen3-8B/commonsense/tulu__seed42__scalar_e
Qwen3-8B	magicoder	43	scalar_e	magicoder	76.82926829268293	164	pass_at_1	/dataset1/zailong/workspace/peft-sft-lab/reports/hns_energy_matched_20260914/eval/scalar_e/Qwen3-8B/magicoder/magicoder__seed43__scalar_e/metrics.json	c5c540479353bb25d6afaf640ec932ae044ff9a79d04b79cf6254d3c04865af7		new_energy_matched	b23407b0f9f1d6153d4f36ab5537e3550e79a8b6219e887505453ea460395240	c1067d89eb159637165f60752994353ed49aea78c3ca620c75d0bc764433552f	/dataset1/zailong/workspace/peft-sft-lab/reports/hns_energy_matched_20260914/eval/scalar_e/Qwen3-8B/magicoder/magicoder__seed43__scalar_e
Qwen3-8B	magicoder	43	scalar_e	metamath	88.77937831690674	1319	strict_accuracy	/dataset1/zailong/workspace/peft-sft-lab/reports/hns_energy_matched_20260914/eval/scalar_e/Qwen3-8B/metamath/magicoder__seed43__scalar_e/metrics.json	ce5dd892adf22507033cc0b28b4c79039a7021ba5233baca05c59b62b437adbc		new_energy_matched	61d5ab154e0fd50c733bdfaaff2ec540418ecf18098b07466c2fac15b336eda6	903c8757bc180f7befbcd0b2500817b07b67a719bf6d773a91f49b544700840d	/dataset1/zailong/workspace/peft-sft-lab/reports/hns_energy_matched_20260914/eval/scalar_e/Qwen3-8B/metamath/magicoder__seed43__scalar_e
Qwen3-8B	magicoder	43	scalar_e	tulu	70.0554528650647	541	prompt_level_strict_accuracy	/dataset1/zailong/workspace/peft-sft-lab/reports/hns_energy_matched_20260914/eval/scalar_e/Qwen3-8B/tulu/magicoder__seed43__scalar_e/metrics.json	3c029bba8d37fc2678285a7a6ae8d3568bce151ee62c2b47f07c3de65c6575df		new_energy_matched	1732d241ab0bf616dc7161470709b37c39adcae1b830f7a654c00eb85da4e4e2	f775cc737881b9682da059774b9ffaea35912668e5e3021a69e67fcbd86606a2	/dataset1/zailong/workspace/peft-sft-lab/reports/hns_energy_matched_20260914/eval/scalar_e/Qwen3-8B/tulu/magicoder__seed43__scalar_e
Qwen3-8B	magicoder	43	scalar_e	commonsense	83.65840192805383	22419	macro_accuracy	/dataset1/zailong/workspace/peft-sft-lab/reports/hns_energy_matched_20260914/eval/scalar_e/Qwen3-8B/commonsense/magicoder__seed43__scalar_e/metrics.json	2b5ef62c4c04e3297fa30e63ea8632d5f6fddd95dc4dcef73af873773883f39b		new_energy_matched	8a0264130d7963719429fa9013085ca9d93d36e201862f7528b24a08774e3afe	134229fcc5c7bdbdaa7c96bee40271f4aa1b642a83e82fd2f403ee457ed12988	/dataset1/zailong/workspace/peft-sft-lab/reports/hns_energy_matched_20260914/eval/scalar_e/Qwen3-8B/commonsense/magicoder__seed43__scalar_e
Qwen3-8B	metamath	43	scalar_e	magicoder	67.6829268292683	164	pass_at_1	/dataset1/zailong/workspace/peft-sft-lab/reports/hns_energy_matched_20260914/eval/scalar_e/Qwen3-8B/magicoder/metamath__seed43__scalar_e/metrics.json	c688ff53fcd843aee1f5b42f89b3230bfc87432b363da60b6d2c996d03e2c284		new_energy_matched	bd3ef95738e30f6746947c3e83ed07927e38840ac2598378d047c3656dcc6be3	ca1c7a82a24a6c902e3d67de54073427b9665af915aca2f5fd088ceb9cdf00dc	/dataset1/zailong/workspace/peft-sft-lab/reports/hns_energy_matched_20260914/eval/scalar_e/Qwen3-8B/magicoder/metamath__seed43__scalar_e
Qwen3-8B	metamath	43	scalar_e	metamath	86.12585291887794	1319	strict_accuracy	/dataset1/zailong/workspace/peft-sft-lab/reports/hns_energy_matched_20260914/eval/scalar_e/Qwen3-8B/metamath/metamath__seed43__scalar_e/metrics.json	e7b3df6ae0d5ecad10a5f72e2597cc7d52692e2dd910ee4075150f7c1c6a3e93		new_energy_matched	e4f8afabe1f76319d0be0aa2b7fa566de4ed669a480afe787a0c5312744f49d4	aaae7407fb81a22c39bc8f7d10c3df80441b1b2c0518e993dc1c319cbb54c8e4	/dataset1/zailong/workspace/peft-sft-lab/reports/hns_energy_matched_20260914/eval/scalar_e/Qwen3-8B/metamath/metamath__seed43__scalar_e
Qwen3-8B	metamath	43	scalar_e	tulu	70.79482439926062	541	prompt_level_strict_accuracy	/dataset1/zailong/workspace/peft-sft-lab/reports/hns_energy_matched_20260914/eval/scalar_e/Qwen3-8B/tulu/metamath__seed43__scalar_e/metrics.json	7001498864c4e37340a9eb556a4825dac48616615f8a827ed7ac5dd0bc6fb451		new_energy_matched	b01831fd546014057e7b79d79ac14b73afa99b9a126fca736b33ef072da53eb7	355b141b4a232dae645ee5ff5a1ce2837addb157e8048ee91e142ece4fd6d0c4	/dataset1/zailong/workspace/peft-sft-lab/reports/hns_energy_matched_20260914/eval/scalar_e/Qwen3-8B/tulu/metamath__seed43__scalar_e
Qwen3-8B	metamath	43	scalar_e	commonsense	84.68831082814707	22419	macro_accuracy	/dataset1/zailong/workspace/peft-sft-lab/reports/hns_energy_matched_20260914/eval/scalar_e/Qwen3-8B/commonsense/metamath__seed43__scalar_e/metrics.json	3247022dd3024557786d950d8f2f91547b956d5389dcc07c602a0e3995dec8d8		new_energy_matched	f2bf1658efcc89cdee82ecff894ef9b816956c66ccf713b63503056aa6432fb7	3199591b45d37cefe5d02a144ee6052675e5467c50e01804f1551ecbfbe92f39	/dataset1/zailong/workspace/peft-sft-lab/reports/hns_energy_matched_20260914/eval/scalar_e/Qwen3-8B/commonsense/metamath__seed43__scalar_e
Qwen3-8B	tulu	43	scalar_e	magicoder	82.92682926829268	164	pass_at_1	/dataset1/zailong/workspace/peft-sft-lab/reports/hns_energy_matched_20260914/eval/scalar_e/Qwen3-8B/magicoder/tulu__seed43__scalar_e/metrics.json	77c85608bce0c6332b8636bdd332dc8f2c19fa9e708df33ab485f957118d09a0		new_energy_matched	d2eca7fd67826c80f9df7282d05311bd66760a8c2b9bdc35fb8b890c6c7b1a67	c1ab20118e801c8589de27b0092b2aa29c9ac200d343ffcd0721ec7dc8b8fe68	/dataset1/zailong/workspace/peft-sft-lab/reports/hns_energy_matched_20260914/eval/scalar_e/Qwen3-8B/magicoder/tulu__seed43__scalar_e
Qwen3-8B	tulu	43	scalar_e	metamath	88.93100833965126	1319	strict_accuracy	/dataset1/zailong/workspace/peft-sft-lab/reports/hns_energy_matched_20260914/eval/scalar_e/Qwen3-8B/metamath/tulu__seed43__scalar_e/metrics.json	56779227a37948a91ab4581c004edc41245cfbff15709f4f0039aa840973c630		new_energy_matched	7c189f8ad818fc7b314f62e1470f522953750ef07c8dba9a1cfda717e6461fa5	188a74909e1138890e117fcfe3f5afaf02d5011afa5e332eb506fdd4edacd42e	/dataset1/zailong/workspace/peft-sft-lab/reports/hns_energy_matched_20260914/eval/scalar_e/Qwen3-8B/metamath/tulu__seed43__scalar_e
Qwen3-8B	tulu	43	scalar_e	tulu	71.71903881700554	541	prompt_level_strict_accuracy	/dataset1/zailong/workspace/peft-sft-lab/reports/hns_energy_matched_20260914/eval/scalar_e/Qwen3-8B/tulu/tulu__seed43__scalar_e/metrics.json	f9a2a4209f1c80913987bbda6cadada7f9afdf679d4ceb5e6e36510b359f4bf5		new_energy_matched	4d87d988af3edfd6a33a03d711659f6e911fa587848e4fd08b86471b8219da67	7a026d808ef5407917b752c5a0c41b58207ecaa2aa16a782a63318736d5b1b53	/dataset1/zailong/workspace/peft-sft-lab/reports/hns_energy_matched_20260914/eval/scalar_e/Qwen3-8B/tulu/tulu__seed43__scalar_e
Qwen3-8B	tulu	43	scalar_e	commonsense	84.58214777420862	22419	macro_accuracy	/dataset1/zailong/workspace/peft-sft-lab/reports/hns_energy_matched_20260914/eval/scalar_e/Qwen3-8B/commonsense/tulu__seed43__scalar_e/metrics.json	7e184713fd5c6c9ba4d42fe3ea43cd03d5b4705781b767d83c4e8aab3e4416c4		new_energy_matched	8bbaf88c10daae95450b5459f213c152d057231dacdb8b5f8ef600ca53c40aa7	75b2404910ef071103598243335c8bc2cc443cdcff9c2598f545adfbf13fcc8d	/dataset1/zailong/workspace/peft-sft-lab/reports/hns_energy_matched_20260914/eval/scalar_e/Qwen3-8B/commonsense/tulu__seed43__scalar_e
Qwen3-8B	magicoder	44	scalar_e	magicoder	77.4390243902439	164	pass_at_1	/dataset1/zailong/workspace/peft-sft-lab/reports/hns_energy_matched_20260914/eval/scalar_e/Qwen3-8B/magicoder/magicoder__seed44__scalar_e/metrics.json	56b258e208176eac7239ec516b9c9a12ab1ff0e054c16f34e8c4f16f2708c4de		new_energy_matched	fe2e9d1cf6f670c90247d48b4175699b475a97fe3c29bdc9e55f02f699762e8b	686f8de9712243fb2fd829988c17802bab469b7470952a706197865884770c20	/dataset1/zailong/workspace/peft-sft-lab/reports/hns_energy_matched_20260914/eval/scalar_e/Qwen3-8B/magicoder/magicoder__seed44__scalar_e
Qwen3-8B	magicoder	44	scalar_e	metamath	88.70356330553449	1319	strict_accuracy	/dataset1/zailong/workspace/peft-sft-lab/reports/hns_energy_matched_20260914/eval/scalar_e/Qwen3-8B/metamath/magicoder__seed44__scalar_e/metrics.json	955aaf0d2eef7e52dd65859bf5a5c75fc6c63484137d41b2f6684bbb4f1c521e		new_energy_matched	9d7085826b8bc3b486a16f8ef877781e22439d424d364e9c0445a517b49aaa1d	3542d3a062da7e7c7d93fcbf11a55d6f5ad1009342022e955d8adf1960f60d9c	/dataset1/zailong/workspace/peft-sft-lab/reports/hns_energy_matched_20260914/eval/scalar_e/Qwen3-8B/metamath/magicoder__seed44__scalar_e
Qwen3-8B	magicoder	44	scalar_e	tulu	72.45841035120148	541	prompt_level_strict_accuracy	/dataset1/zailong/workspace/peft-sft-lab/reports/hns_energy_matched_20260914/eval/scalar_e/Qwen3-8B/tulu/magicoder__seed44__scalar_e/metrics.json	6505f6534295aebba488c35e97da74b192f8df84fb609d423e08b459d00f8d6f		new_energy_matched	8a0bdff3968eac5f1600501717c275d5e3d18ec7edb9e7eea1f3690fd8739d5b	ef8eadd739b201b6b281f1fa322af85f742656545132c7118f017448f4dfc2c8	/dataset1/zailong/workspace/peft-sft-lab/reports/hns_energy_matched_20260914/eval/scalar_e/Qwen3-8B/tulu/magicoder__seed44__scalar_e
Qwen3-8B	magicoder	44	scalar_e	commonsense	83.6782205775301	22419	macro_accuracy	/dataset1/zailong/workspace/peft-sft-lab/reports/hns_energy_matched_20260914/eval/scalar_e/Qwen3-8B/commonsense/magicoder__seed44__scalar_e/metrics.json	2392eddb4d5d743974853c849f029adee9f50a550c0a63701f0502a73f98734f		new_energy_matched	48428be7c9f7cde2d200ffb5beb6b732ff6746e13ca64936b524c27e5bb3edd5	fd83bf375641b4a19721ab7b397f051d646ac49ece19f33704ec0ce636dae6a5	/dataset1/zailong/workspace/peft-sft-lab/reports/hns_energy_matched_20260914/eval/scalar_e/Qwen3-8B/commonsense/magicoder__seed44__scalar_e
Qwen3-8B	metamath	44	scalar_e	magicoder	63.41463414634146	164	pass_at_1	/dataset1/zailong/workspace/peft-sft-lab/reports/hns_energy_matched_20260914/eval/scalar_e/Qwen3-8B/magicoder/metamath__seed44__scalar_e/metrics.json	222d4d840769f52173493e9ac13a6255794aa70d45b5a58fe3983550ef3e3da5		new_energy_matched	4da26a725a95645f33c95250677ffdac8fd3f679f9e1c2836bdda339750127be	f23cb84d6388308b0b1e1b1c79d218620f7d837f46d3f024e601e293c4dac1b8	/dataset1/zailong/workspace/peft-sft-lab/reports/hns_energy_matched_20260914/eval/scalar_e/Qwen3-8B/magicoder/metamath__seed44__scalar_e
Qwen3-8B	metamath	44	scalar_e	metamath	85.44351781652767	1319	strict_accuracy	/dataset1/zailong/workspace/peft-sft-lab/reports/hns_energy_matched_20260914/eval/scalar_e/Qwen3-8B/metamath/metamath__seed44__scalar_e/metrics.json	1327d3c939c0ff3042b08cd5b6b58accd0abef4871a4751a820df1bdd180084d		new_energy_matched	374b416e951f86d02aa99565799b045542477c4427951e85bfcebef2c6a78ba6	6cfdabd63dec2a5411ebc8c76887e214668636f412624eff471ef5f88f4a53da	/dataset1/zailong/workspace/peft-sft-lab/reports/hns_energy_matched_20260914/eval/scalar_e/Qwen3-8B/metamath/metamath__seed44__scalar_e
Qwen3-8B	metamath	44	scalar_e	tulu	70.60998151571165	541	prompt_level_strict_accuracy	/dataset1/zailong/workspace/peft-sft-lab/reports/hns_energy_matched_20260914/eval/scalar_e/Qwen3-8B/tulu/metamath__seed44__scalar_e/metrics.json	4d0c42d975faa6bc32aef20f3d1ab10b7ed3611c2ae67e6f31081d090167a723		new_energy_matched	d841bdf74f2ad03ee198d8544b628433c66d9e470743cb9e950c63c9d718ee13	6af730cabf0f49bd9ed291b0e9bd20d8ba5cf88dae1fbe8e622c512ad742d064	/dataset1/zailong/workspace/peft-sft-lab/reports/hns_energy_matched_20260914/eval/scalar_e/Qwen3-8B/tulu/metamath__seed44__scalar_e
Qwen3-8B	metamath	44	scalar_e	commonsense	84.57855348175976	22419	macro_accuracy	/dataset1/zailong/workspace/peft-sft-lab/reports/hns_energy_matched_20260914/eval/scalar_e/Qwen3-8B/commonsense/metamath__seed44__scalar_e/metrics.json	35231ea552fa70be9a4166d385c0fb7d22c2f0dbd9c7551a8d043432fd8d411c		new_energy_matched	1dc453b494e65cdaf575cdc46ff9c0153861aa4cef67eaa5c72a74409fc1dcd6	8640c6763d66594b069bee36d9e2e30be4151da4587f0428a079bda0ada85d0c	/dataset1/zailong/workspace/peft-sft-lab/reports/hns_energy_matched_20260914/eval/scalar_e/Qwen3-8B/commonsense/metamath__seed44__scalar_e
Qwen3-8B	tulu	44	scalar_e	magicoder	78.04878048780488	164	pass_at_1	/dataset1/zailong/workspace/peft-sft-lab/reports/hns_energy_matched_20260914/eval/scalar_e/Qwen3-8B/magicoder/tulu__seed44__scalar_e/metrics.json	05dcbb3691e4ac597c8da53f876f940f8de2ef19270bf6df7ceee41fc0adac8e		new_energy_matched	56f28a8fb3c522c74f77194388380f7f14995429918bec3949d061453eb7babc	d2d4d2d17bf06973fb38ee84c758e4be958a5de498214daef61761e3842770a7	/dataset1/zailong/workspace/peft-sft-lab/reports/hns_energy_matched_20260914/eval/scalar_e/Qwen3-8B/magicoder/tulu__seed44__scalar_e
Qwen3-8B	tulu	44	scalar_e	metamath	89.08263836239576	1319	strict_accuracy	/dataset1/zailong/workspace/peft-sft-lab/reports/hns_energy_matched_20260914/eval/scalar_e/Qwen3-8B/metamath/tulu__seed44__scalar_e/metrics.json	0214e8aad889b01d210992df86507d8ebd03273b5dcf9bcf49525c2a1f3bd2c7		new_energy_matched	b64afe2dc4d005eb72a850c56a169f5f75efd9ed52ca115fd1a4c8211ac26a31	525865a1489e865e9568e9b958c9f93007a7dfd91d89ca86ab8b9f99863c703f	/dataset1/zailong/workspace/peft-sft-lab/reports/hns_energy_matched_20260914/eval/scalar_e/Qwen3-8B/metamath/tulu__seed44__scalar_e
Qwen3-8B	tulu	44	scalar_e	tulu	71.53419593345656	541	prompt_level_strict_accuracy	/dataset1/zailong/workspace/peft-sft-lab/reports/hns_energy_matched_20260914/eval/scalar_e/Qwen3-8B/tulu/tulu__seed44__scalar_e/metrics.json	5a55077e6b83c9e63471716bb6a8bc89f5b298cf2ec90a7bcaeddca7f7b88d26		new_energy_matched	7e45fcdfaacebd87cc5a139d7e157d803e3b6cc1cca74aea837a95dd63def080	517f18aeda03abcdce1e66226c318cc3a1f96397660d3350fa96a3c9d26433e7	/dataset1/zailong/workspace/peft-sft-lab/reports/hns_energy_matched_20260914/eval/scalar_e/Qwen3-8B/tulu/tulu__seed44__scalar_e
Qwen3-8B	tulu	44	scalar_e	commonsense	84.6158983612365	22419	macro_accuracy	/dataset1/zailong/workspace/peft-sft-lab/reports/hns_energy_matched_20260914/eval/scalar_e/Qwen3-8B/commonsense/tulu__seed44__scalar_e/metrics.json	d3f7cd2100559317417fa57d3b141aed723f287c95f91a4198aca0c1507391ba		new_energy_matched	e8f32e6c7112f771e1340ff4ae38ef96e5e923dd0257f01d75db81d641d8f3a3	c363f4edb03977a22e516263c264f6ecc6c7cccbcb26155a4112fea96c8aa7e5	/dataset1/zailong/workspace/peft-sft-lab/reports/hns_energy_matched_20260914/eval/scalar_e/Qwen3-8B/commonsense/tulu__seed44__scalar_e
Qwen3-8B	magicoder	42	flat_e	magicoder	75.60975609756098	164	pass_at_1	/dataset1/zailong/workspace/peft-sft-lab/reports/hns_energy_matched_20260914/eval/flat_e/Qwen3-8B/magicoder/magicoder__seed42__flat_e/metrics.json	1816cabcbbf2b0b18ed095cd344670b5fa80c31bede3e86006c462b5ef4f2235		new_energy_matched	95d3bedae28ca4ee22802b1d5e395449a4b169ba4fe725cdb68760698806b144	491dced42a608458457056a4fcf325f65a3e9adb25ce97661c32fe977d9a7cb3	/dataset1/zailong/workspace/peft-sft-lab/reports/hns_energy_matched_20260914/eval/flat_e/Qwen3-8B/magicoder/magicoder__seed42__flat_e
Qwen3-8B	magicoder	42	flat_e	metamath	89.08263836239576	1319	strict_accuracy	/dataset1/zailong/workspace/peft-sft-lab/reports/hns_energy_matched_20260914/eval/flat_e/Qwen3-8B/metamath/magicoder__seed42__flat_e/metrics.json	5c2be739bb6256b741e77322da3cdd598bd0db779174039fa46718d98e8d0d16		new_energy_matched	a80e57a3c80826b9d0eb4976f06f1fd1edbaeac8365559ccb1d628ec4bf58108	60970fda5a17e55924d1e7ae4fd35f060c0c407921c59600871aecdf289bc44d	/dataset1/zailong/workspace/peft-sft-lab/reports/hns_energy_matched_20260914/eval/flat_e/Qwen3-8B/metamath/magicoder__seed42__flat_e
Qwen3-8B	magicoder	42	flat_e	tulu	71.53419593345656	541	prompt_level_strict_accuracy	/dataset1/zailong/workspace/peft-sft-lab/reports/hns_energy_matched_20260914/eval/flat_e/Qwen3-8B/tulu/magicoder__seed42__flat_e/metrics.json	4eeeee347d2811f4396882a2090523cb81d1226a1aad4e90e19790f598d18a81		new_energy_matched	3198cddb49d260b7121b4cd66743af3956d96d1e01f7589808a95f8bcf24c454	2995cdf86d179ab7e7fea6d37a95123061dc4eda8dbdb436c355ab849b998a83	/dataset1/zailong/workspace/peft-sft-lab/reports/hns_energy_matched_20260914/eval/flat_e/Qwen3-8B/tulu/magicoder__seed42__flat_e
Qwen3-8B	magicoder	42	flat_e	commonsense	83.59722540116695	22419	macro_accuracy	/dataset1/zailong/workspace/peft-sft-lab/reports/hns_energy_matched_20260914/eval/flat_e/Qwen3-8B/commonsense/magicoder__seed42__flat_e/metrics.json	4257ace4b76edf65c6f77ae68fc4321bb5b073d8c20b93f2779ac6e5507f7635		new_energy_matched	ff080b5a9c2d9ba54ef9f0683c7729d1994fd1fc1019867a259a8b8fda8d76a2	02606f4a984f42137575a9824bb661ce332819646b7de098ee59e1f809a5fd87	/dataset1/zailong/workspace/peft-sft-lab/reports/hns_energy_matched_20260914/eval/flat_e/Qwen3-8B/commonsense/magicoder__seed42__flat_e
Qwen3-8B	metamath	42	flat_e	magicoder	67.07317073170732	164	pass_at_1	/dataset1/zailong/workspace/peft-sft-lab/reports/hns_energy_matched_20260914/eval/flat_e/Qwen3-8B/magicoder/metamath__seed42__flat_e/metrics.json	778f604a87aba501c6c6357c40ce7cb18f56d5957b8fc53489c5bd1703d1172b		new_energy_matched	8dd08813426b732436c7039a4777bfa9a6ab1e718cc7813f2752165f5e2a8885	d100ac4314df69ca0d9d4e5003255af05d7df2ac540e6f244abb3d31fa4f39bb	/dataset1/zailong/workspace/peft-sft-lab/reports/hns_energy_matched_20260914/eval/flat_e/Qwen3-8B/magicoder/metamath__seed42__flat_e
Qwen3-8B	metamath	42	flat_e	metamath	88.24867323730099	1319	strict_accuracy	/dataset1/zailong/workspace/peft-sft-lab/reports/hns_energy_matched_20260914/eval/flat_e/Qwen3-8B/metamath/metamath__seed42__flat_e/metrics.json	512dae26426fb0551343ad172d3ae886f599e33c1db032b13c721e892b7359e5		new_energy_matched	510cdc4e5d7ca37cef18a832d4f313b64b2ac4707001f97d29d1764b188767c2	d49b20592493141f588a09ffd49d2fc66f9011111a8a62ba2de02894cc69663f	/dataset1/zailong/workspace/peft-sft-lab/reports/hns_energy_matched_20260914/eval/flat_e/Qwen3-8B/metamath/metamath__seed42__flat_e
Qwen3-8B	metamath	42	flat_e	tulu	70.79482439926062	541	prompt_level_strict_accuracy	/dataset1/zailong/workspace/peft-sft-lab/reports/hns_energy_matched_20260914/eval/flat_e/Qwen3-8B/tulu/metamath__seed42__flat_e/metrics.json	0a51f126ded2a6e71fc66e461be663fa946e8885e495ff6429733a101328a3da		new_energy_matched	918ab68504094bb235ebe77b8e5a2304bd5355f923c719c4afe87e93f7c8caa8	c47858ff2aa02e0b959ffeb4a36f51d5c04326944a7913d5374ce4b7fc2ac55f	/dataset1/zailong/workspace/peft-sft-lab/reports/hns_energy_matched_20260914/eval/flat_e/Qwen3-8B/tulu/metamath__seed42__flat_e
Qwen3-8B	metamath	42	flat_e	commonsense	84.64665437714615	22419	macro_accuracy	/dataset1/zailong/workspace/peft-sft-lab/reports/hns_energy_matched_20260914/eval/flat_e/Qwen3-8B/commonsense/metamath__seed42__flat_e/metrics.json	e841e7ec826187268674085eb0f8bad145905d11d1baa01a9bd27e9a2da62bcb		new_energy_matched	aa6238675605a203238053e30ae6c41971ce89f7be3acd01c044b267c2b74cc1	f569ef2a0221ef375e646af896a52a4a28acab3697ff6c52e14c83c67dd5bcac	/dataset1/zailong/workspace/peft-sft-lab/reports/hns_energy_matched_20260914/eval/flat_e/Qwen3-8B/commonsense/metamath__seed42__flat_e
Qwen3-8B	tulu	42	flat_e	magicoder	82.92682926829268	164	pass_at_1	/dataset1/zailong/workspace/peft-sft-lab/reports/hns_energy_matched_20260914/eval/flat_e/Qwen3-8B/magicoder/tulu__seed42__flat_e/metrics.json	3daaf436007b289d1a1b95a9a7bc7ebad31822df80e5f18f22b61c30ed8d5c28		new_energy_matched	728aabf79622a2380c6b5cd7c3808b8cd099f8a368c59adceef3d4cba245c419	e8fe2523cb048cdc1fa6651880df165ae7e5f5296f069a6827fe57eb4dbd860f	/dataset1/zailong/workspace/peft-sft-lab/reports/hns_energy_matched_20260914/eval/flat_e/Qwen3-8B/magicoder/tulu__seed42__flat_e
