base	train_task	seed	method	eval_task	score	samples	primary_metric	metrics_path	predictions_path
Qwen3-8B	tulu	44	dg_hard	commonsense	84.36361898487202	22419	macro_accuracy	/dataset1/zailong/workspace/peft-sft-lab/reports/posthoc_flat_dghard_forgetting_three_seed_20260913/eval/Qwen3-8B/commonsense/tulu__seed44__dg_hard/metrics.json	/dataset1/zailong/workspace/peft-sft-lab/reports/posthoc_flat_dghard_forgetting_three_seed_20260913/eval/Qwen3-8B/commonsense/tulu__seed44__dg_hard/predictions.jsonl
Qwen3-8B	tulu	44	hns_f4_s1	commonsense	84.53963147881997	22419	macro_accuracy	/dataset1/zailong/workspace/peft-sft-lab/reports/posthoc_flat_dghard_forgetting_three_seed_20260913/eval/Qwen3-8B/commonsense/tulu__seed44__hns_f4_s1/metrics.json	/dataset1/zailong/workspace/peft-sft-lab/reports/posthoc_flat_dghard_forgetting_three_seed_20260913/eval/Qwen3-8B/commonsense/tulu__seed44__hns_f4_s1/predictions.jsonl
Llama-3.1-8B-Instruct	base		base	magicoder	52.4390243902439	164	pass_at_1	/dataset1/zailong/workspace/peft-sft-lab/reports/posthoc_flat_dghard_forgetting_three_seed_20260913/eval/Llama-3.1-8B-Instruct/magicoder/base/metrics.json	/dataset1/zailong/workspace/peft-sft-lab/reports/posthoc_flat_dghard_forgetting_three_seed_20260913/eval/Llama-3.1-8B-Instruct/magicoder/base/predictions.jsonl
Llama-3.1-8B-Instruct	magicoder	42	original_lora	magicoder	53.65853658536586	164	pass_at_1	/dataset1/zailong/workspace/peft-sft-lab/reports/posthoc_flat_dghard_forgetting_three_seed_20260913/eval/Llama-3.1-8B-Instruct/magicoder/magicoder__seed42__original_lora/metrics.json	/dataset1/zailong/workspace/peft-sft-lab/reports/posthoc_flat_dghard_forgetting_three_seed_20260913/eval/Llama-3.1-8B-Instruct/magicoder/magicoder__seed42__original_lora/predictions.jsonl
Llama-3.1-8B-Instruct	magicoder	42	flat_fro	magicoder	53.04878048780488	164	pass_at_1	/dataset1/zailong/workspace/peft-sft-lab/reports/posthoc_flat_dghard_forgetting_three_seed_20260913/eval/Llama-3.1-8B-Instruct/magicoder/magicoder__seed42__flat_fro/metrics.json	/dataset1/zailong/workspace/peft-sft-lab/reports/posthoc_flat_dghard_forgetting_three_seed_20260913/eval/Llama-3.1-8B-Instruct/magicoder/magicoder__seed42__flat_fro/predictions.jsonl
Llama-3.1-8B-Instruct	magicoder	42	flat_nuclear	magicoder	54.87804878048781	164	pass_at_1	/dataset1/zailong/workspace/peft-sft-lab/reports/posthoc_flat_dghard_forgetting_three_seed_20260913/eval/Llama-3.1-8B-Instruct/magicoder/magicoder__seed42__flat_nuclear/metrics.json	/dataset1/zailong/workspace/peft-sft-lab/reports/posthoc_flat_dghard_forgetting_three_seed_20260913/eval/Llama-3.1-8B-Instruct/magicoder/magicoder__seed42__flat_nuclear/predictions.jsonl
Llama-3.1-8B-Instruct	magicoder	42	dg_hard	magicoder	53.65853658536586	164	pass_at_1	/dataset1/zailong/workspace/peft-sft-lab/reports/posthoc_flat_dghard_forgetting_three_seed_20260913/eval/Llama-3.1-8B-Instruct/magicoder/magicoder__seed42__dg_hard/metrics.json	/dataset1/zailong/workspace/peft-sft-lab/reports/posthoc_flat_dghard_forgetting_three_seed_20260913/eval/Llama-3.1-8B-Instruct/magicoder/magicoder__seed42__dg_hard/predictions.jsonl
Llama-3.1-8B-Instruct	magicoder	42	hns_f4_s1	magicoder	54.87804878048781	164	pass_at_1	/dataset1/zailong/workspace/peft-sft-lab/reports/posthoc_flat_dghard_forgetting_three_seed_20260913/eval/Llama-3.1-8B-Instruct/magicoder/magicoder__seed42__hns_f4_s1/metrics.json	/dataset1/zailong/workspace/peft-sft-lab/reports/posthoc_flat_dghard_forgetting_three_seed_20260913/eval/Llama-3.1-8B-Instruct/magicoder/magicoder__seed42__hns_f4_s1/predictions.jsonl
Llama-3.1-8B-Instruct	metamath	42	original_lora	magicoder	54.268292682926834	164	pass_at_1	/dataset1/zailong/workspace/peft-sft-lab/reports/posthoc_flat_dghard_forgetting_three_seed_20260913/eval/Llama-3.1-8B-Instruct/magicoder/metamath__seed42__original_lora/metrics.json	/dataset1/zailong/workspace/peft-sft-lab/reports/posthoc_flat_dghard_forgetting_three_seed_20260913/eval/Llama-3.1-8B-Instruct/magicoder/metamath__seed42__original_lora/predictions.jsonl
Llama-3.1-8B-Instruct	metamath	42	flat_fro	magicoder	56.70731707317073	164	pass_at_1	/dataset1/zailong/workspace/peft-sft-lab/reports/posthoc_flat_dghard_forgetting_three_seed_20260913/eval/Llama-3.1-8B-Instruct/magicoder/metamath__seed42__flat_fro/metrics.json	/dataset1/zailong/workspace/peft-sft-lab/reports/posthoc_flat_dghard_forgetting_three_seed_20260913/eval/Llama-3.1-8B-Instruct/magicoder/metamath__seed42__flat_fro/predictions.jsonl
Llama-3.1-8B-Instruct	metamath	42	flat_nuclear	magicoder	60.36585365853659	164	pass_at_1	/dataset1/zailong/workspace/peft-sft-lab/reports/posthoc_flat_dghard_forgetting_three_seed_20260913/eval/Llama-3.1-8B-Instruct/magicoder/metamath__seed42__flat_nuclear/metrics.json	/dataset1/zailong/workspace/peft-sft-lab/reports/posthoc_flat_dghard_forgetting_three_seed_20260913/eval/Llama-3.1-8B-Instruct/magicoder/metamath__seed42__flat_nuclear/predictions.jsonl
Llama-3.1-8B-Instruct	metamath	42	dg_hard	magicoder	54.268292682926834	164	pass_at_1	/dataset1/zailong/workspace/peft-sft-lab/reports/posthoc_flat_dghard_forgetting_three_seed_20260913/eval/Llama-3.1-8B-Instruct/magicoder/metamath__seed42__dg_hard/metrics.json	/dataset1/zailong/workspace/peft-sft-lab/reports/posthoc_flat_dghard_forgetting_three_seed_20260913/eval/Llama-3.1-8B-Instruct/magicoder/metamath__seed42__dg_hard/predictions.jsonl
Llama-3.1-8B-Instruct	metamath	42	hns_f4_s1	magicoder	61.58536585365854	164	pass_at_1	/dataset1/zailong/workspace/peft-sft-lab/reports/posthoc_flat_dghard_forgetting_three_seed_20260913/eval/Llama-3.1-8B-Instruct/magicoder/metamath__seed42__hns_f4_s1/metrics.json	/dataset1/zailong/workspace/peft-sft-lab/reports/posthoc_flat_dghard_forgetting_three_seed_20260913/eval/Llama-3.1-8B-Instruct/magicoder/metamath__seed42__hns_f4_s1/predictions.jsonl
Llama-3.1-8B-Instruct	tulu	42	original_lora	magicoder	62.80487804878049	164	pass_at_1	/dataset1/zailong/workspace/peft-sft-lab/reports/posthoc_flat_dghard_forgetting_three_seed_20260913/eval/Llama-3.1-8B-Instruct/magicoder/tulu__seed42__original_lora/metrics.json	/dataset1/zailong/workspace/peft-sft-lab/reports/posthoc_flat_dghard_forgetting_three_seed_20260913/eval/Llama-3.1-8B-Instruct/magicoder/tulu__seed42__original_lora/predictions.jsonl
Llama-3.1-8B-Instruct	tulu	42	flat_fro	magicoder	62.19512195121951	164	pass_at_1	/dataset1/zailong/workspace/peft-sft-lab/reports/posthoc_flat_dghard_forgetting_three_seed_20260913/eval/Llama-3.1-8B-Instruct/magicoder/tulu__seed42__flat_fro/metrics.json	/dataset1/zailong/workspace/peft-sft-lab/reports/posthoc_flat_dghard_forgetting_three_seed_20260913/eval/Llama-3.1-8B-Instruct/magicoder/tulu__seed42__flat_fro/predictions.jsonl
Llama-3.1-8B-Instruct	tulu	42	flat_nuclear	magicoder	63.41463414634146	164	pass_at_1	/dataset1/zailong/workspace/peft-sft-lab/reports/posthoc_flat_dghard_forgetting_three_seed_20260913/eval/Llama-3.1-8B-Instruct/magicoder/tulu__seed42__flat_nuclear/metrics.json	/dataset1/zailong/workspace/peft-sft-lab/reports/posthoc_flat_dghard_forgetting_three_seed_20260913/eval/Llama-3.1-8B-Instruct/magicoder/tulu__seed42__flat_nuclear/predictions.jsonl
Llama-3.1-8B-Instruct	tulu	42	dg_hard	magicoder	62.80487804878049	164	pass_at_1	/dataset1/zailong/workspace/peft-sft-lab/reports/posthoc_flat_dghard_forgetting_three_seed_20260913/eval/Llama-3.1-8B-Instruct/magicoder/tulu__seed42__dg_hard/metrics.json	/dataset1/zailong/workspace/peft-sft-lab/reports/posthoc_flat_dghard_forgetting_three_seed_20260913/eval/Llama-3.1-8B-Instruct/magicoder/tulu__seed42__dg_hard/predictions.jsonl
Llama-3.1-8B-Instruct	tulu	42	hns_f4_s1	magicoder	62.80487804878049	164	pass_at_1	/dataset1/zailong/workspace/peft-sft-lab/reports/posthoc_flat_dghard_forgetting_three_seed_20260913/eval/Llama-3.1-8B-Instruct/magicoder/tulu__seed42__hns_f4_s1/metrics.json	/dataset1/zailong/workspace/peft-sft-lab/reports/posthoc_flat_dghard_forgetting_three_seed_20260913/eval/Llama-3.1-8B-Instruct/magicoder/tulu__seed42__hns_f4_s1/predictions.jsonl
Llama-3.1-8B-Instruct	magicoder	43	original_lora	magicoder	55.487804878048784	164	pass_at_1	/dataset1/zailong/workspace/peft-sft-lab/reports/posthoc_flat_dghard_forgetting_three_seed_20260913/eval/Llama-3.1-8B-Instruct/magicoder/magicoder__seed43__original_lora/metrics.json	/dataset1/zailong/workspace/peft-sft-lab/reports/posthoc_flat_dghard_forgetting_three_seed_20260913/eval/Llama-3.1-8B-Instruct/magicoder/magicoder__seed43__original_lora/predictions.jsonl
Llama-3.1-8B-Instruct	magicoder	43	flat_fro	magicoder	54.87804878048781	164	pass_at_1	/dataset1/zailong/workspace/peft-sft-lab/reports/posthoc_flat_dghard_forgetting_three_seed_20260913/eval/Llama-3.1-8B-Instruct/magicoder/magicoder__seed43__flat_fro/metrics.json	/dataset1/zailong/workspace/peft-sft-lab/reports/posthoc_flat_dghard_forgetting_three_seed_20260913/eval/Llama-3.1-8B-Instruct/magicoder/magicoder__seed43__flat_fro/predictions.jsonl
Llama-3.1-8B-Instruct	magicoder	43	flat_nuclear	magicoder	54.268292682926834	164	pass_at_1	/dataset1/zailong/workspace/peft-sft-lab/reports/posthoc_flat_dghard_forgetting_three_seed_20260913/eval/Llama-3.1-8B-Instruct/magicoder/magicoder__seed43__flat_nuclear/metrics.json	/dataset1/zailong/workspace/peft-sft-lab/reports/posthoc_flat_dghard_forgetting_three_seed_20260913/eval/Llama-3.1-8B-Instruct/magicoder/magicoder__seed43__flat_nuclear/predictions.jsonl
Llama-3.1-8B-Instruct	magicoder	43	dg_hard	magicoder	55.487804878048784	164	pass_at_1	/dataset1/zailong/workspace/peft-sft-lab/reports/posthoc_flat_dghard_forgetting_three_seed_20260913/eval/Llama-3.1-8B-Instruct/magicoder/magicoder__seed43__dg_hard/metrics.json	/dataset1/zailong/workspace/peft-sft-lab/reports/posthoc_flat_dghard_forgetting_three_seed_20260913/eval/Llama-3.1-8B-Instruct/magicoder/magicoder__seed43__dg_hard/predictions.jsonl
Llama-3.1-8B-Instruct	magicoder	43	hns_f4_s1	magicoder	56.09756097560976	164	pass_at_1	/dataset1/zailong/workspace/peft-sft-lab/reports/posthoc_flat_dghard_forgetting_three_seed_20260913/eval/Llama-3.1-8B-Instruct/magicoder/magicoder__seed43__hns_f4_s1/metrics.json	/dataset1/zailong/workspace/peft-sft-lab/reports/posthoc_flat_dghard_forgetting_three_seed_20260913/eval/Llama-3.1-8B-Instruct/magicoder/magicoder__seed43__hns_f4_s1/predictions.jsonl
Llama-3.1-8B-Instruct	metamath	43	original_lora	magicoder	54.268292682926834	164	pass_at_1	/dataset1/zailong/workspace/peft-sft-lab/reports/posthoc_flat_dghard_forgetting_three_seed_20260913/eval/Llama-3.1-8B-Instruct/magicoder/metamath__seed43__original_lora/metrics.json	/dataset1/zailong/workspace/peft-sft-lab/reports/posthoc_flat_dghard_forgetting_three_seed_20260913/eval/Llama-3.1-8B-Instruct/magicoder/metamath__seed43__original_lora/predictions.jsonl
Llama-3.1-8B-Instruct	metamath	43	flat_fro	magicoder	54.268292682926834	164	pass_at_1	/dataset1/zailong/workspace/peft-sft-lab/reports/posthoc_flat_dghard_forgetting_three_seed_20260913/eval/Llama-3.1-8B-Instruct/magicoder/metamath__seed43__flat_fro/metrics.json	/dataset1/zailong/workspace/peft-sft-lab/reports/posthoc_flat_dghard_forgetting_three_seed_20260913/eval/Llama-3.1-8B-Instruct/magicoder/metamath__seed43__flat_fro/predictions.jsonl
Llama-3.1-8B-Instruct	metamath	43	flat_nuclear	magicoder	52.4390243902439	164	pass_at_1	/dataset1/zailong/workspace/peft-sft-lab/reports/posthoc_flat_dghard_forgetting_three_seed_20260913/eval/Llama-3.1-8B-Instruct/magicoder/metamath__seed43__flat_nuclear/metrics.json	/dataset1/zailong/workspace/peft-sft-lab/reports/posthoc_flat_dghard_forgetting_three_seed_20260913/eval/Llama-3.1-8B-Instruct/magicoder/metamath__seed43__flat_nuclear/predictions.jsonl
Llama-3.1-8B-Instruct	metamath	43	dg_hard	magicoder	54.268292682926834	164	pass_at_1	/dataset1/zailong/workspace/peft-sft-lab/reports/posthoc_flat_dghard_forgetting_three_seed_20260913/eval/Llama-3.1-8B-Instruct/magicoder/metamath__seed43__dg_hard/metrics.json	/dataset1/zailong/workspace/peft-sft-lab/reports/posthoc_flat_dghard_forgetting_three_seed_20260913/eval/Llama-3.1-8B-Instruct/magicoder/metamath__seed43__dg_hard/predictions.jsonl
Llama-3.1-8B-Instruct	metamath	43	hns_f4_s1	magicoder	53.65853658536586	164	pass_at_1	/dataset1/zailong/workspace/peft-sft-lab/reports/posthoc_flat_dghard_forgetting_three_seed_20260913/eval/Llama-3.1-8B-Instruct/magicoder/metamath__seed43__hns_f4_s1/metrics.json	/dataset1/zailong/workspace/peft-sft-lab/reports/posthoc_flat_dghard_forgetting_three_seed_20260913/eval/Llama-3.1-8B-Instruct/magicoder/metamath__seed43__hns_f4_s1/predictions.jsonl
Llama-3.1-8B-Instruct	tulu	43	original_lora	magicoder	64.02439024390245	164	pass_at_1	/dataset1/zailong/workspace/peft-sft-lab/reports/posthoc_flat_dghard_forgetting_three_seed_20260913/eval/Llama-3.1-8B-Instruct/magicoder/tulu__seed43__original_lora/metrics.json	/dataset1/zailong/workspace/peft-sft-lab/reports/posthoc_flat_dghard_forgetting_three_seed_20260913/eval/Llama-3.1-8B-Instruct/magicoder/tulu__seed43__original_lora/predictions.jsonl
Llama-3.1-8B-Instruct	tulu	43	flat_fro	magicoder	63.41463414634146	164	pass_at_1	/dataset1/zailong/workspace/peft-sft-lab/reports/posthoc_flat_dghard_forgetting_three_seed_20260913/eval/Llama-3.1-8B-Instruct/magicoder/tulu__seed43__flat_fro/metrics.json	/dataset1/zailong/workspace/peft-sft-lab/reports/posthoc_flat_dghard_forgetting_three_seed_20260913/eval/Llama-3.1-8B-Instruct/magicoder/tulu__seed43__flat_fro/predictions.jsonl
Llama-3.1-8B-Instruct	tulu	43	flat_nuclear	magicoder	63.41463414634146	164	pass_at_1	/dataset1/zailong/workspace/peft-sft-lab/reports/posthoc_flat_dghard_forgetting_three_seed_20260913/eval/Llama-3.1-8B-Instruct/magicoder/tulu__seed43__flat_nuclear/metrics.json	/dataset1/zailong/workspace/peft-sft-lab/reports/posthoc_flat_dghard_forgetting_three_seed_20260913/eval/Llama-3.1-8B-Instruct/magicoder/tulu__seed43__flat_nuclear/predictions.jsonl
Llama-3.1-8B-Instruct	tulu	43	dg_hard	magicoder	64.02439024390245	164	pass_at_1	/dataset1/zailong/workspace/peft-sft-lab/reports/posthoc_flat_dghard_forgetting_three_seed_20260913/eval/Llama-3.1-8B-Instruct/magicoder/tulu__seed43__dg_hard/metrics.json	/dataset1/zailong/workspace/peft-sft-lab/reports/posthoc_flat_dghard_forgetting_three_seed_20260913/eval/Llama-3.1-8B-Instruct/magicoder/tulu__seed43__dg_hard/predictions.jsonl
Llama-3.1-8B-Instruct	tulu	43	hns_f4_s1	magicoder	63.41463414634146	164	pass_at_1	/dataset1/zailong/workspace/peft-sft-lab/reports/posthoc_flat_dghard_forgetting_three_seed_20260913/eval/Llama-3.1-8B-Instruct/magicoder/tulu__seed43__hns_f4_s1/metrics.json	/dataset1/zailong/workspace/peft-sft-lab/reports/posthoc_flat_dghard_forgetting_three_seed_20260913/eval/Llama-3.1-8B-Instruct/magicoder/tulu__seed43__hns_f4_s1/predictions.jsonl
Llama-3.1-8B-Instruct	magicoder	44	original_lora	magicoder	53.65853658536586	164	pass_at_1	/dataset1/zailong/workspace/peft-sft-lab/reports/posthoc_flat_dghard_forgetting_three_seed_20260913/eval/Llama-3.1-8B-Instruct/magicoder/magicoder__seed44__original_lora/metrics.json	/dataset1/zailong/workspace/peft-sft-lab/reports/posthoc_flat_dghard_forgetting_three_seed_20260913/eval/Llama-3.1-8B-Instruct/magicoder/magicoder__seed44__original_lora/predictions.jsonl
Llama-3.1-8B-Instruct	magicoder	44	flat_fro	magicoder	54.87804878048781	164	pass_at_1	/dataset1/zailong/workspace/peft-sft-lab/reports/posthoc_flat_dghard_forgetting_three_seed_20260913/eval/Llama-3.1-8B-Instruct/magicoder/magicoder__seed44__flat_fro/metrics.json	/dataset1/zailong/workspace/peft-sft-lab/reports/posthoc_flat_dghard_forgetting_three_seed_20260913/eval/Llama-3.1-8B-Instruct/magicoder/magicoder__seed44__flat_fro/predictions.jsonl
Llama-3.1-8B-Instruct	magicoder	44	flat_nuclear	magicoder	55.487804878048784	164	pass_at_1	/dataset1/zailong/workspace/peft-sft-lab/reports/posthoc_flat_dghard_forgetting_three_seed_20260913/eval/Llama-3.1-8B-Instruct/magicoder/magicoder__seed44__flat_nuclear/metrics.json	/dataset1/zailong/workspace/peft-sft-lab/reports/posthoc_flat_dghard_forgetting_three_seed_20260913/eval/Llama-3.1-8B-Instruct/magicoder/magicoder__seed44__flat_nuclear/predictions.jsonl
Llama-3.1-8B-Instruct	magicoder	44	dg_hard	magicoder	53.65853658536586	164	pass_at_1	/dataset1/zailong/workspace/peft-sft-lab/reports/posthoc_flat_dghard_forgetting_three_seed_20260913/eval/Llama-3.1-8B-Instruct/magicoder/magicoder__seed44__dg_hard/metrics.json	/dataset1/zailong/workspace/peft-sft-lab/reports/posthoc_flat_dghard_forgetting_three_seed_20260913/eval/Llama-3.1-8B-Instruct/magicoder/magicoder__seed44__dg_hard/predictions.jsonl
Llama-3.1-8B-Instruct	magicoder	44	hns_f4_s1	magicoder	53.65853658536586	164	pass_at_1	/dataset1/zailong/workspace/peft-sft-lab/reports/posthoc_flat_dghard_forgetting_three_seed_20260913/eval/Llama-3.1-8B-Instruct/magicoder/magicoder__seed44__hns_f4_s1/metrics.json	/dataset1/zailong/workspace/peft-sft-lab/reports/posthoc_flat_dghard_forgetting_three_seed_20260913/eval/Llama-3.1-8B-Instruct/magicoder/magicoder__seed44__hns_f4_s1/predictions.jsonl
Llama-3.1-8B-Instruct	metamath	44	original_lora	magicoder	55.487804878048784	164	pass_at_1	/dataset1/zailong/workspace/peft-sft-lab/reports/posthoc_flat_dghard_forgetting_three_seed_20260913/eval/Llama-3.1-8B-Instruct/magicoder/metamath__seed44__original_lora/metrics.json	/dataset1/zailong/workspace/peft-sft-lab/reports/posthoc_flat_dghard_forgetting_three_seed_20260913/eval/Llama-3.1-8B-Instruct/magicoder/metamath__seed44__original_lora/predictions.jsonl
Llama-3.1-8B-Instruct	metamath	44	flat_fro	magicoder	56.09756097560976	164	pass_at_1	/dataset1/zailong/workspace/peft-sft-lab/reports/posthoc_flat_dghard_forgetting_three_seed_20260913/eval/Llama-3.1-8B-Instruct/magicoder/metamath__seed44__flat_fro/metrics.json	/dataset1/zailong/workspace/peft-sft-lab/reports/posthoc_flat_dghard_forgetting_three_seed_20260913/eval/Llama-3.1-8B-Instruct/magicoder/metamath__seed44__flat_fro/predictions.jsonl
Llama-3.1-8B-Instruct	metamath	44	flat_nuclear	magicoder	53.65853658536586	164	pass_at_1	/dataset1/zailong/workspace/peft-sft-lab/reports/posthoc_flat_dghard_forgetting_three_seed_20260913/eval/Llama-3.1-8B-Instruct/magicoder/metamath__seed44__flat_nuclear/metrics.json	/dataset1/zailong/workspace/peft-sft-lab/reports/posthoc_flat_dghard_forgetting_three_seed_20260913/eval/Llama-3.1-8B-Instruct/magicoder/metamath__seed44__flat_nuclear/predictions.jsonl
Llama-3.1-8B-Instruct	metamath	44	dg_hard	magicoder	55.487804878048784	164	pass_at_1	/dataset1/zailong/workspace/peft-sft-lab/reports/posthoc_flat_dghard_forgetting_three_seed_20260913/eval/Llama-3.1-8B-Instruct/magicoder/metamath__seed44__dg_hard/metrics.json	/dataset1/zailong/workspace/peft-sft-lab/reports/posthoc_flat_dghard_forgetting_three_seed_20260913/eval/Llama-3.1-8B-Instruct/magicoder/metamath__seed44__dg_hard/predictions.jsonl
Llama-3.1-8B-Instruct	metamath	44	hns_f4_s1	magicoder	53.65853658536586	164	pass_at_1	/dataset1/zailong/workspace/peft-sft-lab/reports/posthoc_flat_dghard_forgetting_three_seed_20260913/eval/Llama-3.1-8B-Instruct/magicoder/metamath__seed44__hns_f4_s1/metrics.json	/dataset1/zailong/workspace/peft-sft-lab/reports/posthoc_flat_dghard_forgetting_three_seed_20260913/eval/Llama-3.1-8B-Instruct/magicoder/metamath__seed44__hns_f4_s1/predictions.jsonl
Llama-3.1-8B-Instruct	tulu	44	original_lora	magicoder	64.02439024390245	164	pass_at_1	/dataset1/zailong/workspace/peft-sft-lab/reports/posthoc_flat_dghard_forgetting_three_seed_20260913/eval/Llama-3.1-8B-Instruct/magicoder/tulu__seed44__original_lora/metrics.json	/dataset1/zailong/workspace/peft-sft-lab/reports/posthoc_flat_dghard_forgetting_three_seed_20260913/eval/Llama-3.1-8B-Instruct/magicoder/tulu__seed44__original_lora/predictions.jsonl
Llama-3.1-8B-Instruct	tulu	44	flat_fro	magicoder	63.41463414634146	164	pass_at_1	/dataset1/zailong/workspace/peft-sft-lab/reports/posthoc_flat_dghard_forgetting_three_seed_20260913/eval/Llama-3.1-8B-Instruct/magicoder/tulu__seed44__flat_fro/metrics.json	/dataset1/zailong/workspace/peft-sft-lab/reports/posthoc_flat_dghard_forgetting_three_seed_20260913/eval/Llama-3.1-8B-Instruct/magicoder/tulu__seed44__flat_fro/predictions.jsonl
Llama-3.1-8B-Instruct	tulu	44	flat_nuclear	magicoder	61.58536585365854	164	pass_at_1	/dataset1/zailong/workspace/peft-sft-lab/reports/posthoc_flat_dghard_forgetting_three_seed_20260913/eval/Llama-3.1-8B-Instruct/magicoder/tulu__seed44__flat_nuclear/metrics.json	/dataset1/zailong/workspace/peft-sft-lab/reports/posthoc_flat_dghard_forgetting_three_seed_20260913/eval/Llama-3.1-8B-Instruct/magicoder/tulu__seed44__flat_nuclear/predictions.jsonl
Llama-3.1-8B-Instruct	tulu	44	dg_hard	magicoder	64.02439024390245	164	pass_at_1	/dataset1/zailong/workspace/peft-sft-lab/reports/posthoc_flat_dghard_forgetting_three_seed_20260913/eval/Llama-3.1-8B-Instruct/magicoder/tulu__seed44__dg_hard/metrics.json	/dataset1/zailong/workspace/peft-sft-lab/reports/posthoc_flat_dghard_forgetting_three_seed_20260913/eval/Llama-3.1-8B-Instruct/magicoder/tulu__seed44__dg_hard/predictions.jsonl
Llama-3.1-8B-Instruct	tulu	44	hns_f4_s1	magicoder	62.19512195121951	164	pass_at_1	/dataset1/zailong/workspace/peft-sft-lab/reports/posthoc_flat_dghard_forgetting_three_seed_20260913/eval/Llama-3.1-8B-Instruct/magicoder/tulu__seed44__hns_f4_s1/metrics.json	/dataset1/zailong/workspace/peft-sft-lab/reports/posthoc_flat_dghard_forgetting_three_seed_20260913/eval/Llama-3.1-8B-Instruct/magicoder/tulu__seed44__hns_f4_s1/predictions.jsonl
Llama-3.1-8B-Instruct	base		base	metamath	62.39575435936315	1319	strict_accuracy	/dataset1/zailong/workspace/peft-sft-lab/reports/posthoc_flat_dghard_forgetting_three_seed_20260913/eval/Llama-3.1-8B-Instruct/metamath/base/metrics.json	/dataset1/zailong/workspace/peft-sft-lab/reports/posthoc_flat_dghard_forgetting_three_seed_20260913/eval/Llama-3.1-8B-Instruct/metamath/base/predictions.jsonl
Llama-3.1-8B-Instruct	magicoder	42	original_lora	metamath	56.25473843821076	1319	strict_accuracy	/dataset1/zailong/workspace/peft-sft-lab/reports/posthoc_flat_dghard_forgetting_three_seed_20260913/eval/Llama-3.1-8B-Instruct/metamath/magicoder__seed42__original_lora/metrics.json	/dataset1/zailong/workspace/peft-sft-lab/reports/posthoc_flat_dghard_forgetting_three_seed_20260913/eval/Llama-3.1-8B-Instruct/metamath/magicoder__seed42__original_lora/predictions.jsonl
Llama-3.1-8B-Instruct	magicoder	42	flat_fro	metamath	61.94086429112965	1319	strict_accuracy	/dataset1/zailong/workspace/peft-sft-lab/reports/posthoc_flat_dghard_forgetting_three_seed_20260913/eval/Llama-3.1-8B-Instruct/metamath/magicoder__seed42__flat_fro/metrics.json	/dataset1/zailong/workspace/peft-sft-lab/reports/posthoc_flat_dghard_forgetting_three_seed_20260913/eval/Llama-3.1-8B-Instruct/metamath/magicoder__seed42__flat_fro/predictions.jsonl
Llama-3.1-8B-Instruct	magicoder	42	flat_nuclear	metamath	62.1683093252464	1319	strict_accuracy	/dataset1/zailong/workspace/peft-sft-lab/reports/posthoc_flat_dghard_forgetting_three_seed_20260913/eval/Llama-3.1-8B-Instruct/metamath/magicoder__seed42__flat_nuclear/metrics.json	/dataset1/zailong/workspace/peft-sft-lab/reports/posthoc_flat_dghard_forgetting_three_seed_20260913/eval/Llama-3.1-8B-Instruct/metamath/magicoder__seed42__flat_nuclear/predictions.jsonl
Llama-3.1-8B-Instruct	magicoder	42	dg_hard	metamath	56.25473843821076	1319	strict_accuracy	/dataset1/zailong/workspace/peft-sft-lab/reports/posthoc_flat_dghard_forgetting_three_seed_20260913/eval/Llama-3.1-8B-Instruct/metamath/magicoder__seed42__dg_hard/metrics.json	/dataset1/zailong/workspace/peft-sft-lab/reports/posthoc_flat_dghard_forgetting_three_seed_20260913/eval/Llama-3.1-8B-Instruct/metamath/magicoder__seed42__dg_hard/predictions.jsonl
Llama-3.1-8B-Instruct	magicoder	42	hns_f4_s1	metamath	63.60879454131918	1319	strict_accuracy	/dataset1/zailong/workspace/peft-sft-lab/reports/posthoc_flat_dghard_forgetting_three_seed_20260913/eval/Llama-3.1-8B-Instruct/metamath/magicoder__seed42__hns_f4_s1/metrics.json	/dataset1/zailong/workspace/peft-sft-lab/reports/posthoc_flat_dghard_forgetting_three_seed_20260913/eval/Llama-3.1-8B-Instruct/metamath/magicoder__seed42__hns_f4_s1/predictions.jsonl
Llama-3.1-8B-Instruct	metamath	42	original_lora	metamath	77.25549658832449	1319	strict_accuracy	/dataset1/zailong/workspace/peft-sft-lab/reports/posthoc_flat_dghard_forgetting_three_seed_20260913/eval/Llama-3.1-8B-Instruct/metamath/metamath__seed42__original_lora/metrics.json	/dataset1/zailong/workspace/peft-sft-lab/reports/posthoc_flat_dghard_forgetting_three_seed_20260913/eval/Llama-3.1-8B-Instruct/metamath/metamath__seed42__original_lora/predictions.jsonl
Llama-3.1-8B-Instruct	metamath	42	flat_fro	metamath	79.98483699772555	1319	strict_accuracy	/dataset1/zailong/workspace/peft-sft-lab/reports/posthoc_flat_dghard_forgetting_three_seed_20260913/eval/Llama-3.1-8B-Instruct/metamath/metamath__seed42__flat_fro/metrics.json	/dataset1/zailong/workspace/peft-sft-lab/reports/posthoc_flat_dghard_forgetting_three_seed_20260913/eval/Llama-3.1-8B-Instruct/metamath/metamath__seed42__flat_fro/predictions.jsonl
